name,rating,card_type,position,nation,league,team,pace,shooting,passing,dribbling,defense,physicality
Florian Sotoca,75,common,ST,France,Ligue 1 Uber Eats,RC Lens,74,72,69,71,43,80
Marvin Ducksch,75,common,ST,Germany,Bundesliga,SV Werder Bremen,70,76,67,69,34,69
Krzysztof Piątek,75,common,ST,Poland,Serie A TIM,Salernitana,72,76,54,72,36,71
Cyriel Dessers,75,common,ST,Nigeria,,,75,74,56,71,29,75
Fran Navarro,75,common,ST,Spain,Liga Portugal,Gil Vicente,68,75,53,72,41,78
Karim Adeyemi,75,rare,ST,Germany,Bundesliga,Borussia Dortmund,93,76,66,78,24,70
Luca Waldschmidt,75,common,CF,Germany,Bundesliga,VfL Wolfsburg,68,78,70,76,29,61
Cesinha,75,common,LW,Brazil,K League 1,Daegu FC,81,76,72,75,32,72
Daniele Verde,75,common,RW,Italy,Serie A TIM,Spezia,84,75,70,79,36,47
Gonçalo Ramos,75,common,ST,Portugal,Liga Portugal,SL Benfica,77,73,64,74,40,80
Kamaldeen Sulemana,75,common,LW,Ghana,Ligue 1 Uber Eats,Stade Rennais FC,93,69,66,80,28,62
Walter Bou,75,conmebol-libertadores,ST,Argentina,CONMEBOL Libertadores,Vélez Sarsfield,75,75,68,76,46,75
Yoane Wissa,75,common,LW,DR Congo,Premier League,Brentford,86,74,65,76,28,68
Enner Valencia,75,rare,ST,Ecuador,Süper Lig,Fenerbahçe,87,74,67,74,47,78
Michael Gregoritsch,75,common,ST,Austria,Bundesliga,SC Freiburg,58,75,72,71,41,73
Sergio Araujo,75,common,ST,Argentina,Hellas Liga,AEK Athens,73,77,64,74,32,68
Mattia Destro,75,common,ST,Italy,Serie A TIM,Empoli,69,77,60,73,29,61
Andrea Pinamonti,75,common,ST,Italy,Serie A TIM,Sassuolo,74,77,53,71,27,72
Christian Cueva,75,common,LW,Peru,Rest of World,Al Fateh,75,69,72,78,41,60
Léandre Tawamba,75,common,ST,Cameroon,Rest of World,Al Taawoun,64,75,56,70,24,83
Antonio Sanabria,75,common,ST,Paraguay,Serie A TIM,Torino,74,73,70,76,32,63
Kyogo Furuhashi,75,rare,ST,Japan,cinch Premiership,Celtic,87,75,68,73,47,66
Carles Pérez,75,common,RW,Spain,LaLiga Santander,RC Celta,80,73,66,79,36,62
Vincent Aboubakar,75,common,ST,Cameroon,Rest of World,Al Nassr,73,74,71,75,36,81
José Callejón,75,common,RW,Spain,LaLiga SmartBank,Granada CF,75,72,75,77,48,58
Rony Lopes,75,common,RW,Portugal,Ligue 1 Uber Eats,ESTAC Troyes,77,72,74,78,30,59
Simone Verdi,75,common,CF,Italy,Serie A TIM,Hellas Verona,78,73,74,79,43,50
Eric Maxim Choupo-Moting,75,common,ST,Cameroon,Bundesliga,FC Bayern München,63,73,68,78,38,69
Deon Hotto,75,common,LW,Namibia,Chinese Football Association Super League,Orlando Pirates,81,75,75,74,29,61
Takumi Minamino,75,common,CF,Japan,Ligue 1 Uber Eats,AS Monaco,78,74,70,81,38,62
Gonzalo Higuaín,75,common,ST,Argentina,Major League Soccer,Inter Miami CF,48,79,71,72,28,64
Eldor Shomurodov,75,common,ST,Uzbekistan,Serie A TIM,Roma FC,82,74,63,75,39,70
Jack Diamond,75,team-of-the-week,LM,England,EFL League One,Lincoln City,93,70,65,77,42,70
Brahian Alemán,75,common,CM,Uruguay,Liga Profesional de Fútbol,Gimnasia,72,75,76,74,67,72
Julien De Sart,75,common,CM,Belgium,1A Pro League,KAA Gent,47,72,76,70,72,71
Jhon Mosquera,75,common,LM,Colombia,Česká Liga,Viktoria Plzeň,78,70,70,75,59,76
Unai López,75,common,CM,Spain,LaLiga Santander,Rayo Vallecano,71,70,77,76,67,69
Peter Olayinka,75,common,LM,Nigeria,Česká Liga,Slavia Praha,84,69,69,73,57,78
Santi Comesaña,75,common,CDM,Spain,LaLiga Santander,Rayo Vallecano,59,68,67,70,73,73
Bruno Costa,75,common,CM,Portugal,Liga Portugal,FC Porto,67,72,75,75,64,62
Morgan Gibbs-White,75,common,CAM,England,Premier League,Nott'm Forest,76,70,73,76,57,66
Jonas Martin,75,common,CM,France,Ligue 1 Uber Eats,LOSC Lille,58,67,76,75,71,73
Pavel Bucha,75,common,CM,Czech Republic,Česká Liga,Viktoria Plzeň,71,71,75,76,67,66
Éder Balanta,75,common,CDM,Colombia,1A Pro League,Club Brugge,64,43,62,69,76,84
Kaku,75,common,CAM,Paraguay,Rest of World,Al Taawoun,81,68,73,77,52,64
Lucas Torró,75,common,CDM,Spain,LaLiga Santander,CA Osasuna,35,63,66,66,74,75
Joelinton,75,common,CM,Brazil,Premier League,Newcastle Utd,76,67,66,76,67,84
Miha Zajc,75,common,CM,Slovenia,Süper Lig,Fenerbahçe,66,73,75,75,66,65
Ole Kristian Selnæs,75,common,CM,Norway,Credit Suisse Super League,FC Zürich,68,68,74,74,69,79
Ruben Vargas,75,rare,LM,Switzerland,Bundesliga,FC Augsburg,89,69,67,79,54,64
Alan Velasco,75,common,LM,Argentina,Major League Soccer,FC Dallas,83,68,70,81,53,61
Albin Ekdal,75,common,CM,Sweden,Serie A TIM,Spezia,41,65,75,71,70,74
Petr Ševčík,75,rare,CM,Czech Republic,Česká Liga,Slavia Praha,74,70,76,77,69,73
Ryan Gauld,75,common,CAM,Scotland,Major League Soccer,Whitecaps FC,80,65,75,81,52,51
Pepelu,75,common,CM,Spain,LaLiga SmartBank,Levante UD,64,64,76,71,71,76
Anwar El Ghazi,75,common,LM,Netherlands,Eredivisie,PSV,70,78,70,75,35,66
Jean-Philippe Gbamin,75,common,CDM,Ivory Coast,Süper Lig,Trabzonspor,72,56,71,72,76,72
Michal Sadílek,75,common,CDM,Czech Republic,Eredivisie,FC Twente,73,61,70,73,72,78
Luka Ivanušec,75,common,CAM,Croatia,Liga Hrvatska,Dinamo Zagreb,82,70,71,81,58,72
Ansgar Knauff,75,common,RM,Germany,Bundesliga,Frankfurt,87,62,68,77,51,58
Aguado,75,common,CM,Spain,LaLiga SmartBank,R. Valladolid CF,75,70,73,74,62,61
Jefferson Lerma,75,common,CDM,Colombia,Premier League,AFC Bournemouth,70,64,69,72,72,81
James McArthur,75,common,CDM,Scotland,Premier League,Crystal Palace,52,67,71,72,74,68
Jacob Ramsey,75,rare,CM,England,Premier League,Aston Villa,75,74,71,78,67,74
Serhiy Sydorchuk,75,common,CDM,Ukraine,Ukrayina Liha,Dynamo Kyiv,66,69,68,69,71,73
Paulinho,75,common,LM,Brazil,Bundesliga,Leverkusen,85,68,71,81,36,63
Tarek Hamed,75,common,CDM,Egypt,Rest of World,Al Ittihad,62,58,67,69,74,78
Toma Bašić,75,common,CM,Croatia,Serie A TIM,Latium,59,66,75,73,72,78
Michel Aebischer,75,common,CM,Switzerland,Serie A TIM,Bologna,71,65,75,75,65,74
Ibrahima Sissoko,75,common,CM,France,Ligue 1 Uber Eats,Strasbourg,62,60,71,70,72,84
Tolgay Arslan,75,common,CDM,Germany,Serie A TIM,Udinese,67,73,74,76,71,67
Josuha Guilavogui,75,common,CDM,France,Bundesliga,VfL Wolfsburg,68,59,64,65,76,80
Jakub Pešek,75,common,RM,Czech Republic,Česká Liga,Sparta Praha,86,69,69,77,28,49
Jean Lucas,75,common,CM,Brazil,Ligue 1 Uber Eats,AS Monaco,74,69,73,75,68,73
Vladimír Darida,75,common,CM,Czech Republic,Bundesliga,Hertha Berlin,62,71,74,77,70,63
Alex Iwobi,75,common,RM,Nigeria,Premier League,Everton,74,64,72,78,38,65
Salva Sevilla,75,common,CDM,Spain,LaLiga SmartBank,D. Alavés,37,72,79,71,70,62
Anders Christiansen,75,rare,CM,Denmark,Allsvenskan,Malmö FF,75,73,73,77,65,73
Joe Aribo,75,rare,CM,Nigeria,Premier League,Southampton,80,68,72,78,68,76
Pedrinho,75,common,CM,Portugal,Süper Lig,MKE Ankaragücü,77,71,77,77,59,61
David Turnbull,75,common,CM,Scotland,cinch Premiership,Celtic,68,72,77,74,63,65
Viktor Claesson,75,common,LM,Sweden,3F Superliga,F.C. København,74,72,72,75,50,73
Fernando Zuqui,75,conmebol-libertadores,CM,Argentina,CONMEBOL Libertadores,Estudiantes,73,63,76,74,69,73
Moncayola,75,common,CM,Spain,LaLiga Santander,CA Osasuna,62,65,73,71,73,67
Darlington Nagbe,75,common,CM,United States,Major League Soccer,Columbus Crew,78,65,72,79,64,72
Toni Villa,75,common,LM,Spain,LaLiga Santander,Girona FC,74,63,74,77,53,49
Dorlan Pabón,75,common,RM,Colombia,CONMEBOL Libertadores,Atl. Nacional,82,77,73,73,38,69
Albert Sambi Lokonga,75,common,CM,Belgium,Premier League,Arsenal,66,58,75,78,69,69
Stuart Dallas,75,common,CM,Northern Ireland,Premier League,Leeds United,70,70,71,74,73,76
Nahitan Nández,75,common,RM,Uruguay,Calcio B,Cagliari,80,66,69,77,71,79
Andriy Yarmolenko,75,common,RM,Ukraine,United Emirates League,Al Ain FC,58,79,77,77,42,67
Harrison Reed,75,common,CDM,England,Premier League,Fulham,69,57,72,70,72,74
Philip Billing,75,common,CM,Denmark,Premier League,AFC Bournemouth,58,71,71,72,72,79
João Paulo,75,common,CM,Brazil,Major League Soccer,Sounders FC,72,69,77,75,69,70
Craig Goodwin,75,common,LM,Australia,A-League,Adelaide United,84,70,69,74,58,75
Silas,75,common,RM,DR Congo,Bundesliga,VfB Stuttgart,87,71,61,80,52,65
Filip Đuričić,75,common,CAM,Serbia,Serie A TIM,Sampdoria,72,69,74,78,42,60
Tom Cairney,75,common,CM,Scotland,Premier League,Fulham,58,73,77,76,62,64
John Lundstram,75,common,CM,England,cinch Premiership,Rangers,63,70,73,71,72,77
Embarba,75,common,RM,Spain,LaLiga SmartBank,UD Almería,77,74,74,75,43,69
Jed Wallace,75,common,CAM,England,EFL Championship,West Brom,77,72,74,75,45,67
Isaac Hayden,75,common,CDM,England,EFL Championship,Norwich,54,60,63,70,75,77
Robert Žulj,75,common,CAM,Austria,LIGA BBVA MX,LASK,58,77,77,75,40,72
Cristian Guanca,75,common,CAM,Argentina,Rest of World,Al Shabab,76,74,72,75,40,70
Abdülkadir Ömür,75,common,CAM,Turkey,Süper Lig,Trabzonspor,83,66,73,81,52,56
Fayçal Fajr,75,common,CM,Morocco,Rest of World,Al Wehda,59,73,78,76,65,68
Alex Král,75,common,CDM,Czech Republic,Bundesliga,FC Schalke 04,71,70,71,75,72,78
Sander Berge,75,common,CDM,Norway,EFL Championship,Sheffield Utd,64,59,71,72,73,83
Myrto Uzuni,75,common,LM,Albania,LaLiga SmartBank,Granada CF,83,72,66,79,27,63
Josh Brownhill,75,common,CM,England,EFL Championship,Burnley,67,65,71,74,75,78
Enzo Le Fée,75,common,CM,France,Ligue 1 Uber Eats,FC Lorient,59,54,76,78,59,47
Dorukhan Toköz,75,common,CM,Turkey,Süper Lig,Trabzonspor,72,68,71,75,74,76
Alexandru Maxim,75,common,CAM,Romania,Süper Lig,Gaziantep,69,73,73,79,32,58
Laurent Abergel,75,common,CDM,France,Ligue 1 Uber Eats,FC Lorient,69,49,68,72,71,75
Anthony Losilla,75,common,CDM,France,Bundesliga,VfL Bochum,52,57,67,71,72,76
Jean-Eudes Aholou,75,common,CDM,Ivory Coast,Ligue 1 Uber Eats,Strasbourg,64,60,68,69,73,77
Sebastián Rodríguez,75,conmebol-libertadores,CDM,Uruguay,CONMEBOL Libertadores,CS Emelec,66,67,73,72,70,70
Lukáš Provod,75,rare,CM,Czech Republic,Česká Liga,Slavia Praha,75,74,77,76,69,78
Franco Cristaldo,75,common,CAM,Argentina,CONMEBOL Sudamericana,Huracán,75,69,72,74,63,72
Marcelo Díaz,75,conmebol-libertadores,CDM,Chile,CONMEBOL Libertadores,Libertad,58,65,78,75,67,72
Guus Til,75,common,CAM,Netherlands,Eredivisie,PSV,69,75,70,72,61,75
Okay Yokuşlu,75,common,CDM,Turkey,EFL Championship,West Brom,59,70,70,70,73,81
Iván Alejo,75,common,RM,Spain,LaLiga Santander,Cádiz CF,81,73,73,76,44,67
Maximilian Eggestein,75,common,CDM,Germany,Bundesliga,SC Freiburg,59,63,70,73,71,74
Luiz Gustavo,75,common,CDM,Brazil,Rest of World,Al Nassr,55,61,68,69,76,80
Teddy Teuma,75,common,CM,Malta,1A Pro League,Union SG,68,73,76,75,70,73
Pierre Lees-Melou,75,common,CM,France,Ligue 1 Uber Eats,Stade Brestois 29,65,72,76,75,67,74
Yimmi Chará,75,rare,CAM,Colombia,Major League Soccer,Portland Timbers,91,69,67,78,52,71
Amin Younes,75,common,CAM,Germany,Eredivisie,FC Utrecht,69,68,72,81,38,61
Jean-Daniel Akpa Akpro,75,rare,CM,Ivory Coast,Serie A TIM,Empoli,80,67,71,78,72,77
Marvelous Nakamba,75,common,CDM,Zimbabwe,Premier League,Aston Villa,62,49,62,71,74,76
Francisco Pizzini,75,conmebol-libertadores,RM,Argentina,CONMEBOL Libertadores,Talleres,80,69,72,78,40,66
Daniel Caligiuri,75,common,RM,Italy,Bundesliga,FC Augsburg,71,71,75,73,70,76
Leonel Miranda,75,conmebol-sudamericana,CM,Argentina,CONMEBOL Sudamericana,Racing Club,76,67,75,76,67,69
Vadis Odjidja-Ofoe,75,common,CM,Belgium,1A Pro League,KAA Gent,50,71,76,74,69,76
Nicola Sansone,75,common,CAM,Italy,Serie A TIM,Bologna,78,71,71,80,44,54
André Gomes,75,common,CM,Portugal,Ligue 1 Uber Eats,LOSC Lille,51,67,76,75,69,74
Emiliano Vecchio,75,conmebol-sudamericana,CAM,Argentina,CONMEBOL Sudamericana,Racing Club,67,72,77,74,60,70
Jimmy Cabot,75,common,RM,France,Ligue 1 Uber Eats,RC Lens,88,67,65,78,52,61
Jean-Paul Boëtius,75,common,CAM,Netherlands,Bundesliga,Hertha Berlin,72,70,74,78,44,64
Uroš Račić,75,common,CM,Serbia,Liga Portugal,SC Braga,62,73,74,72,76,80
Marc Albrighton,75,common,RM,England,Premier League,Leicester City,65,68,76,76,61,65
Rubén Pérez,75,common,CDM,Spain,Hellas Liga,Panathinaikos,50,63,69,65,72,74
Salman Al Faraj,75,common,CM,Saudi Arabia,Rest of World,Al Hilal,57,66,78,75,67,69
Omar Mascarell,75,common,CDM,Spain,LaLiga Santander,Elche CF,57,60,69,72,72,71
Dennis Geiger,75,common,CM,Germany,Bundesliga,TSG Hoffenheim,53,53,74,79,61,58
Amine Harit,75,common,LM,Morocco,,OM,74,62,71,79,39,49
Jesper Lindstrøm,75,common,CAM,Denmark,Bundesliga,Frankfurt,87,70,69,78,48,63
Georges-Kévin Nkoudou,75,rare,LM,France,Süper Lig,Beşiktaş,93,67,68,79,34,58
Alfred Duncan,75,rare,CM,Ghana,Serie A TIM,Fiorentina,73,64,72,74,74,81
Jorge Rodríguez,75,conmebol-libertadores,CDM,Argentina,CONMEBOL Libertadores,Estudiantes,61,60,64,68,74,78
Lior Refaelov,75,common,LM,Israel,1A Pro League,RSC Anderlecht,61,76,75,76,49,62
Samu Castillejo,75,common,RM,Spain,LaLiga Santander,Valencia CF,79,67,72,80,43,52
Iborra,75,common,CDM,Spain,LaLiga SmartBank,Levante UD,31,64,72,64,74,79
Papakouli Diop,75,common,CDM,Senegal,LaLiga SmartBank,UD Ibiza,35,66,67,67,73,83
Marouane Fellaini,75,common,CM,Belgium,Chinese Football Association Super League,Shandong Taishan,34,72,69,69,75,87
Clément Grenier,75,common,CM,France,LaLiga Santander,RCD Mallorca,40,73,79,74,62,67
Orel Mangala,75,common,CM,Belgium,Premier League,Nott'm Forest,64,54,71,82,70,72
Leonardo Bittencourt,75,common,CAM,Germany,Bundesliga,SV Werder Bremen,66,69,72,82,58,60
Rolando Mandragora,75,common,CM,Italy,Serie A TIM,Fiorentina,55,65,74,75,74,75
Anthony Gordon,75,common,LM,England,Premier League,Everton,80,69,72,75,37,62
Tom Davies,75,common,CM,England,Premier League,Everton,65,64,73,75,69,70
Masaya Okugawa,75,common,CAM,Japan,Bundesliga,Arminia Bielefeld,80,66,70,80,43,45
Will Hughes,75,common,CM,England,Premier League,Crystal Palace,48,64,77,76,68,63
Jean-Ricner Bellegarde,75,common,CM,France,Ligue 1 Uber Eats,Strasbourg,78,62,72,76,70,71
Ondřej Lingr,75,common,CAM,Czech Republic,Česká Liga,Slavia Praha,79,73,71,77,44,78
Victor Wanyama,75,common,CDM,Kenya,Major League Soccer,CF Montréal,39,63,66,72,71,88
Edu Expósito,75,common,CAM,Spain,LaLiga Santander,RCD Espanyol,60,71,73,75,72,67
Lukáš Haraslín,75,common,LM,Slovakia,Česká Liga,Sparta Praha,80,68,70,79,40,60
Tiemoué Bakayoko,75,common,CDM,France,Serie A TIM,Milan,61,48,65,71,75,83
Sam Larsson,75,common,LM,Sweden,Süper Lig,Antalyaspor,76,72,73,80,38,59
Kerem Aktürkoğlu,75,common,LM,Turkey,Süper Lig,Galatasaray,84,70,67,77,37,56
Daniel Bragança,75,common,CM,Portugal,Liga Portugal,Sporting CP,80,66,75,81,64,63
Nico González,75,common,CM,Spain,LaLiga Santander,Valencia CF,66,63,74,72,73,78
Lorenzo Faravelli,75,conmebol-libertadores,CM,Argentina,CONMEBOL Libertadores,Independiente DV,82,75,73,74,69,65
Nicolas Höfler,75,common,CDM,Germany,Bundesliga,SC Freiburg,62,47,66,68,74,74
Soufiane Rahimi,75,common,LM,Morocco,United Emirates League,Al Ain FC,85,73,70,74,38,65
Soualiho Meïté,75,common,CM,France,,,66,59,72,77,71,78
Sebastian Rudy,75,common,CM,Germany,Bundesliga,TSG Hoffenheim,63,65,77,75,71,66
Adam Lallana,75,common,CM,England,Premier League,Brighton,61,70,77,77,62,61
Junior Sornoza,75,conmebol-libertadores,CAM,Ecuador,CONMEBOL Libertadores,Independiente DV,71,73,74,75,40,47
Cristian Roldan,75,common,RM,United States,Major League Soccer,Sounders FC,74,69,72,75,70,81
Mario Lemina,75,common,CM,Gabon,Ligue 1 Uber Eats,OGC Nice,68,67,74,76,74,75
Josh Cullen,75,common,CDM,Republic of Ireland,EFL Championship,Burnley,68,56,73,71,72,71
Damián Díaz,75,conmebol-sudamericana,CAM,Ecuador,CONMEBOL Libertadores,Barcelona SC,71,71,76,77,44,68
Lucas Tousart,75,common,CDM,France,Bundesliga,Hertha Berlin,63,53,64,66,76,82
Daniel-Kofi Kyereh,75,common,CAM,Ghana,Bundesliga,SC Freiburg,81,72,66,80,24,62
Matheus,75,common,RM,Brazil,,,85,75,64,79,36,62
Nicolas Seiwald,75,common,CM,Austria,Österreichische Fußball-Bundesliga,RB Salzburg,73,62,73,72,72,73
John Swift,75,common,CAM,England,EFL Championship,West Brom,64,74,75,78,58,58
Iddrisu Baba,75,common,CDM,Ghana,LaLiga Santander,RCD Mallorca,63,50,64,64,75,78
Jordy Clasie,75,common,CM,Netherlands,Eredivisie,AZ,56,61,77,75,66,67
Joe Willock,75,common,CM,England,Premier League,Newcastle Utd,76,72,69,77,67,70
Dani García,75,common,CM,Spain,LaLiga Santander,Athletic Club,37,63,70,70,74,81
Samuel Lino,75,common,LM,Brazil,LaLiga Santander,Valencia CF,81,71,67,76,30,64
Diego Chará,75,common,CDM,Colombia,Major League Soccer,Portland Timbers,76,60,65,71,71,80
Gabriel Veron,75,common,RM,Brazil,Liga Portugal,FC Porto,84,68,68,79,28,50
Florian Kainz,75,common,LM,Austria,Bundesliga,1. FC Köln,67,74,72,77,40,61
Denis Bouanga,75,common,LM,Gabon,Major League Soccer,LAFC,84,73,70,76,38,72
Yacine Adli,75,common,CM,France,Serie A TIM,Milan,66,70,76,75,66,69
Glen Kamara,75,rare,CM,Finland,cinch Premiership,Rangers,76,60,71,76,72,76
Nacer Chadli,75,common,LM,Belgium,,,74,75,74,77,56,74
Agustín Palavecino,75,conmebol-libertadores,CM,Argentina,CONMEBOL Libertadores,River Plate,77,72,76,79,63,64
Nathan Redmond,75,common,LM,England,Süper Lig,Beşiktaş,80,72,70,79,30,51
Lincoln,75,common,CAM,Brazil,Süper Lig,Fenerbahçe,78,70,77,78,45,65
Ștefan Radu,75,common,CB,Romania,Serie A TIM,Latium,55,64,65,68,79,69
Montoya,75,common,RB,Spain,LaLiga Santander,Real Betis,72,60,70,72,71,69
Dimitri Liénard,75,common,LWB,France,Ligue 1 Uber Eats,Strasbourg,53,70,79,73,72,71
Bram Nuytinck,75,common,CB,Netherlands,Serie A TIM,Udinese,63,40,53,58,79,71
Jeison Murillo,75,common,CB,Colombia,Serie A TIM,Sampdoria,71,40,62,63,74,77
Jawad El Yamiq,75,rare,CB,Morocco,LaLiga Santander,R. Valladolid CF,86,48,52,62,74,80
Jang Hyeon Soo,75,common,CB,Korea Republic,Rest of World,Al Hilal,64,32,59,63,76,76
Petar Stojanović,75,common,RB,Slovenia,Serie A TIM,Empoli,79,51,70,71,69,72
Jamaal Lascelles,75,common,CB,England,Premier League,Newcastle Utd,41,35,49,53,75,75
Connor Roberts,75,common,RB,Wales,EFL Championship,Burnley,78,54,66,69,69,74
Tiago Djaló,75,rare,CB,Portugal,Ligue 1 Uber Eats,LOSC Lille,81,42,60,63,76,77
Leonardo Balerdi,75,common,CB,Argentina,,OM,68,36,57,64,75,75
Paweł Dawidowicz,75,common,CB,Poland,Serie A TIM,Hellas Verona,62,48,63,65,76,77
Cote,75,common,LB,Spain,LaLiga SmartBank,R. Sporting,64,54,75,70,74,67
Sead Kolašinac,75,common,LB,Bosnia Herzegovina,,OM,73,62,68,70,71,85
Benjamin Hübner,75,common,CB,Germany,Bundesliga,TSG Hoffenheim,38,33,55,57,78,67
Ryan Fredericks,75,common,RB,England,Premier League,AFC Bournemouth,91,51,66,73,69,67
Lekue,75,common,RB,Spain,LaLiga Santander,Athletic Club,81,62,70,70,70,72
Óscar Duarte,75,common,CB,Costa Rica,Rest of World,Al Wehda,43,47,54,54,76,76
Aarón,75,common,LWB,Spain,Bundesliga,1. FSV Mainz 05,61,47,70,75,72,67
Domenico Criscito,75,common,CB,Italy,Major League Soccer,Toronto FC,68,61,74,71,77,71
Fran García,75,common,LB,Spain,LaLiga Santander,Rayo Vallecano,89,49,66,76,68,63
Tariq Lamptey,75,common,RWB,Ghana,Premier League,Brighton,87,44,66,76,70,49
Oscar Dorley,75,common,LB,Liberia,Česká Liga,Slavia Praha,83,55,74,76,69,69
Rodrigo Becão,75,common,CB,Brazil,Serie A TIM,Udinese,49,33,56,49,78,71
Lautaro Giannetti,75,conmebol-libertadores,CB,Argentina,CONMEBOL Libertadores,Vélez Sarsfield,71,34,54,55,77,78
Luke Ayling,75,common,RB,England,Premier League,Leeds United,64,57,64,72,75,75
Marc-Oliver Kempf,75,rare,CB,Germany,Bundesliga,Hertha Berlin,76,42,56,62,76,77
Fábio Cardoso,75,common,CB,Portugal,Liga Portugal,FC Porto,61,32,52,64,76,80
Fabien Centonze,75,common,RWB,France,Ligue 2 BKT,FC Metz,81,51,68,70,70,78
Calum Chambers,75,common,CB,England,Premier League,Aston Villa,65,56,69,68,76,73
Rico Henry,75,rare,LWB,England,Premier League,Brentford,90,40,59,74,70,72
Wendell,75,common,LB,Brazil,Liga Portugal,FC Porto,79,54,70,76,69,70
Sebastiaan Bornauw,75,common,CB,Belgium,Bundesliga,VfL Wolfsburg,75,45,59,56,76,77
Júnior Caiçara,75,common,RB,Brazil,Süper Lig,Başakşehir,80,58,72,75,70,67
Tino Livramento,75,common,RB,England,Premier League,Southampton,83,47,65,74,70,67
Leonardo Godoy,75,conmebol-libertadores,RB,Argentina,CONMEBOL Libertadores,Estudiantes,85,57,66,73,69,80
Felix Uduokhai,75,common,CB,Germany,Bundesliga,FC Augsburg,67,39,53,59,77,74
Kai Wagner,75,common,LB,Germany,Major League Soccer,Philadelphia,75,48,64,68,73,78
Jordan Lotomba,75,common,RB,Switzerland,Ligue 1 Uber Eats,OGC Nice,79,48,66,73,71,66
Thomas Ouwejan,75,common,LB,Netherlands,Bundesliga,FC Schalke 04,73,61,77,72,69,75
Valentino Lazaro,75,common,RWB,Austria,Serie A TIM,Torino,78,69,74,76,69,66
Pontus Jansson,75,common,CB,Sweden,Premier League,Brentford,53,42,54,62,75,79
Escudero,75,common,LB,Spain,LaLiga Santander,R. Valladolid CF,67,63,72,70,76,69
Malo Gusto,75,common,RB,France,Ligue 1 Uber Eats,OL,86,49,68,70,67,71
Michael Ngadeu,75,common,CB,Cameroon,1A Pro League,KAA Gent,60,44,56,61,74,83
Vallejo,75,common,CB,Spain,LaLiga Santander,Real Madrid,67,42,57,64,76,66
Stefan Bell,75,common,CB,Germany,Bundesliga,1. FSV Mainz 05,45,38,54,49,78,75
Junior Firpo,75,common,LB,Spain,Premier League,Leeds United,75,62,70,71,72,75
Charlie Taylor,75,common,LB,England,EFL Championship,Burnley,69,52,70,72,74,78
Cristian Lema,75,common,CB,Argentina,CONMEBOL Sudamericana,Newell's,35,53,56,41,76,82
Matías Viña,75,common,LWB,Uruguay,Serie A TIM,Roma FC,81,62,70,74,68,68
Pol Lirola,75,common,RB,Spain,LaLiga Santander,Elche CF,75,62,71,73,71,70
Vítor Tormena,75,common,CB,Brazil,Liga Portugal,SC Braga,53,36,58,60,77,77
Kevin Danso,75,common,CB,Austria,Ligue 1 Uber Eats,RC Lens,79,32,50,57,73,78
Leandro Cabrera,75,common,CB,Uruguay,LaLiga Santander,RCD Espanyol,58,46,57,56,75,83
Omar Colley,75,common,CB,Gambia,Serie A TIM,Sampdoria,65,31,48,54,74,83
Lucas Olaza,75,common,LB,Uruguay,LaLiga Santander,R. Valladolid CF,75,69,71,71,71,68
